_id,title,class_name,k_nbrs
599ac253ba63100844f00f6b,8月21日山东西红柿价格产地价格行情走势 聊城市东昌府区硬粉弧三以上·1.1元/斤,市场价格,224 200 222 240 205 223 226 210 220 208
599ac253ba63100844f00f6c,8月21日陕西枣价格产地价格行情走势 大荔县冬枣105元/斤,市场价格,225 231 227 229 226 232 234 240 223 207
599ac253ba63100844f00f6d,8月21日山东枣价格产地价格行情走势 乐陵县冬枣20克左右1.2-1.6元/斤,市场价格,226 231 240 222 225 200 224 230 210 220
599ac253ba63100844f00f6e,8月21日陕西桃子价格产地价格行情走势 大荔县阿布白桃801元/斤,市场价格,227 232 229 225 231 240 234 223 246 226
599ac253ba63100844f00f6f,8月21日河北葡萄价格产地价格行情走势 清苑县巨峰葡萄3两一3斤1.3元/斤,市场价格,228 233 236 234 230 40 229 237 214 241
599ac253ba63100844f00f70,8月21日陕西葡萄价格产地价格行情走势 大荔县夏黑葡萄一斤半以上1.2-1.5元/斤,市场价格,229 234 227 225 231 228 236 230 232 233
599ac253ba63100844f00f71,8月21日山东葡萄价格产地价格行情走势 费县藤稔乒乓球葡萄好通货1.5-1.6元/斤,市场价格,230 236 228 234 233 222 40 240 229 226
599ac253ba63100844f00f72,8月21日冬枣产地价格行情走势 大荔县3元/斤,市场价格,231 225 226 227 229 232 240 234 222 230
599ac253ba63100844f00f73,8月21日超越桃桃子产地价格行情走势 大荔县0.7元/斤,市场价格,232 227 229 240 225 231 223 237 246 234
599ac253ba63100844f00f74,8月21日京亚葡萄产地价格行情走势 清苑县1.1元/斤,市场价格,233 228 234 236 230 40 229 237 214 219
599ac253ba63100844f00f75,8月21日夏黑葡萄产地价格行情走势 清苑县1.3元/斤,市场价格,234 228 236 233 229 230 40 225 214 227
599ac253ba63100844f00f76,8月21日安徽梨价格产地价格行情走势 砀山县酥梨砀山酥梨半斤以上0.8元/斤,市场价格,235 242 241 237 240 200 204 222 226 230
599ac253ba63100844f00f77,8月21日巨峰葡萄产地价格行情走势 清苑县1.3元/斤,市场价格,236 228 230 234 233 40 229 214 237 222
599ac253ba63100844f00f78,8月21日河北梨价格产地价格行情走势 辛集县皇冠梨半斤以上0.3元/斤,市场价格,237 241 214 235 240 219 242 200 234 228
599ac253ba63100844f00f79,8月21日河南梨价格产地价格行情走势 西华县黄金梨8两起步0.8元/斤,市场价格,238 239 246 212 223 206 221 240 224 207
599ac253ba63100844f00f7a,8月21日黄金梨产地价格行情走势 西华县0.8元/斤,市场价格,239 238 246 212 223 206 221 240 224 210
599ac253ba63100844f00f7b,8月21日山东甜瓜价格产地价格行情走势 莘县花蕾半斤以上1.5元/斤,市场价格,240 200 222 226 224 205 210 230 208 69
599ac253ba63100844f00f7c,8月21日皇冠梨产地价格行情走势 衡水市桃城区0.55元/斤,市场价格,241 237 235 242 214 240 200 219 222 234
599ac253ba63100844f00f7d,8月21日酥梨产地价格行情走势 砀山县0.75元/斤,市场价格,242 235 241 237 240 200 223 246 215 204
599ac253ba63100844f00f7e,8月21日湖南西瓜价格产地价格行情走势 岳阳市君山区麒麟西瓜6到13斤0.55元/斤,市场价格,243 201 204 244 247 38 36 249 37 245
599ac253ba63100844f00f7f,8月21日吉林西瓜价格产地价格行情走势 公主岭县地雷瓜0.23-0.25元/斤,市场价格,244 247 217 249 243 38 246 245 36 37
599ac253ba63100844f00f80,8月21日内蒙古西瓜价格产地价格行情走势 内蒙古赤峰市巴林右旗冠龙100.25元/斤,市场价格,245 248 249 218 244 247 243 209 240 222
599ac253ba63100844f00f81,8月21日河南西瓜价格产地价格行情走势 扶沟县黑皮无籽8斤以上0.35元/斤,市场价格,246 223 206 212 238 239 221 244 247 240
599ac253ba63100844f00f82,8月21日甜王系列西瓜产地价格行情走势 公主岭县0.3元/斤,市场价格,247 244 217 249 243 246 38 240 214 36
599ac253ba63100844f00f83,8月21日金城5号西瓜产地价格行情走势 内蒙古通辽市库伦旗0.14-0.25元/斤,市场价格,248 245 249 218 244 240 247 209 207 243
599ac253ba63100844f00f84,8月21日冠龙西瓜产地价格行情走势 内蒙古赤峰市巴林右旗0.25元/斤,市场价格,249 245 248 244 218 247 240 243 200 209
599ac253ba63100844f00f85,《绿色食品产地环境技术条件》,政策法规,250 143 176 255 253 254 251 257 89 173
599ac253ba63100844f00f86,《国家渔业水质标准》,政策法规,251 250 254 120 169 173 176 170 142 128
599ac253ba63100844f00f87,《中华人民共和国固体废物污染环境防治法》,政策法规,252 254 258 253 255 259 261 257 256 260
599ac253ba63100844f00f88,《贵州省畜禽规模养殖污染防治条例》,政策法规,253 255 257 254 252 258 259 250 186 105
599ac253ba63100844f00f89,《中华人民共和国水污染防治法》,政策法规,254 252 255 253 258 259 261 256 257 260
599ac253ba63100844f00f8a,《畜禽规模养殖污染防治条例》,政策法规,255 253 257 254 252 258 259 250 186 105
599ac253ba63100844f00f8b,《生猪屠宰管理条例》,政策法规,256 254 252 259 258 261 253 255 257 260
599ac253ba63100844f00f8c,《贵州省畜禽养殖场养殖小区备案管理办法》,政策法规,257 255 253 261 252 254 258 259 250 105
599ac253ba63100844f00f8d,《贵州省粮食安全保障条例》,政策法规,258 254 252 259 253 255 261 260 257 256
599ac253ba63100844f00f8e,《贵州省食品安全条例》,政策法规,259 258 254 252 261 253 255 256 176 260
599ac253ba63100844f00f8f,《贵州省乡镇企业条例》,政策法规,260 258 254 252 261 259 105 193 186 185
599ac253ba63100844f00f90,《兽药管理条例》,政策法规,261 252 259 254 258 257 260 253 255 256
